初期値データ, 得意先コード１, 得意先コード２, 状態, 得意先名1, 得意先名2, 得意先名(フリガナ)1, 得意先名(フリガナ)2, 略称, 郵便番号１, 郵便番号２, 住所１, 住所２, 住所(フリガナ), 地区, TEL, FAX, 代表者氏名, ご担当者１, ご担当者２, ご担当者３, 窓口ご担当, キーマン, 営業時間(午前開始時間), 営業時間(午前開始時間), 営業時間(午前終了時間), 営業時間(午前終了時間), 営業時間(午後後開始時間), 営業時間(午後開始時間), 営業時間(午後終了時間), 営業時間(午後終了時間), 休日, 業種, 業態, 請求先コード１, 請求先コード２, 請求先名, 紹介口座先コード, 紹介口座先名, 契約担当１, 契約担当２, 回収条件, 与信限度,資本金, 取引区分, 締日, 集金日(月) , 集金日(日), 集金方法, 振込銀行, 振込名義, 口座名義, 契約年月日(年), 契約年月日(月), 契約年月日(日), 契約終了日(年), 契約終了日(月), 契約終了日(日), 契約期間, 契約更新日(年), 契約更新日(月), 契約更新日(日), 伝票発行, 納品書コメント, 請求書発行, 丸め, 消費税(課税単位), 消費税(端数区分), 設備情報等・その他, Email, URL, 代表者携帯, 直通TEL, 業態, 施設, 創業日(年), 創業日(月), 創業日(日), 取引履歴, 重要事項, お振込先口座名, 銀行/支店名, 口座番号, 巡回開始日(年), 巡回開始日(月), 巡回開始日(日), 納品書コメント(効果), 請求書送付(郵送), 経理会計窓口, 略称(フリガナ), 代表者役職, 振込銀行, 住所３, 親会社名, 親会社TEL, 親会社住所, 得意先名2, 得意先名2(フリガナ), ご担当者役職１, ご担当者役職２, ご担当者役職３, ご担当者備考, ご担当者備考, 請求書コメント, 得意先１伝票印字, 得意先２伝票印字, 親会社代表者氏名, 代行フラグ,伝票発行パターン,請求書発効パターン,担当支店,課税区分,請求先２コード１,請求先２コード２,請求先２名,口座ID ,紹介口座先CD2
,3229,49,取引中,足立商事株式会社,きんざん,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,50,取引中,足立商事株式会社,グランコート東野,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,51,取引中,足立商事株式会社,リッツ,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,52,取引中,足立商事株式会社,オーシャンズ,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,53,取引中,足立商事株式会社,たにむら鞄店,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,54,取引中,足立商事株式会社,アン・リミテッド,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,55,取引中,足立商事株式会社,ＴＳスタジオ,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,56,取引中,足立商事株式会社,郁佳,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,57,取引中,足立商事株式会社,ＳＴＯＲＹ,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,58,取引中,足立商事株式会社,鮨なかむら,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,59,取引中,足立商事株式会社,中小路,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,60,取引中,足立商事株式会社,リーズ,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,61,取引中,足立商事株式会社,Guy’ｓ,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,62,取引中,足立商事株式会社,もん,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,63,取引中,足立商事株式会社,きずな,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,64,取引中,足立商事株式会社,宮由紀,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3229,65,取引中,足立商事株式会社,緑樹,ｱﾀﾞﾁｼｮｳｼﾞ,,足立商事㈱,605,86,京都市東山区弁財天町19　,祇園大和ビルB1階A号,,京都市内,075-541-1200,075-541-1200,足立省二,,,,,,,,,,,,,,,その他,,3229,0,,,,,,,,,掛売上,末日,2ヶ月後,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3230,0,取引中,日昇電機 株式会社,,ﾆｯｼｮｳﾃﾞﾝｷ,,日昇電機㈱   ,617,833,京都府長岡京市神足太田6番地1          ,,,京都市外,075-955-6618,075-955-6609,,,,,,,,,,,,,,,,その他,,3230,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3230,1,取引中,日昇電機 株式会社,,ﾆｯｼｮｳﾃﾞﾝｷ,,日昇電機㈱   ,617,833,京都府長岡京市神足太田6番地1          ,,,京都市外,075-955-6618,075-955-6609,,,,,,,,,,,,,,,,その他,,3230,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3232,,取引中,ジェイテック 株式会社,,ｼﾞｪｲﾃｯｸ,,ｼﾞｪｲﾃｯｸ,615,825,京都市右京区西京極東向河原町5番地      ,c,,京都市内,075-312-3333,,,,,,,,,,,,,,,,,その他,,3232,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3239,,取引中,宇 野  清 彦,,ｳﾉｷﾖﾋｺ,,宇野清彦,604,8856,京都市中京区壬生西大竹町16番地        ,①,,京都市内,075-311-6186,075-311-6119,,,,,,,,,,,,,,,,その他,,3239,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3240,0,取引中,株式会社 北脇紙巧堂,本社,ｷﾀﾜｷｼｺｳﾄﾞｳ,,㈱北脇紙巧堂,601,8017,京都市南区東九条北烏丸町41番地          ,,,京都市内,075-691-9258,075-681-7880,北脇秋晴,,,,,,,,,,,,,,,その他,,3240,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3240,1,取引中,株式会社 北脇紙巧堂,滋賀工場,ｷﾀﾜｷｼｺｳﾄﾞｳ,,㈱北脇紙巧堂,601,8017,京都市南区東九条北烏丸町41番地          ,,,京都市内,075-691-9258,075-681-7880,北脇秋晴,,,,,,,,,,,,,,,その他,,3240,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3247,,取引中,コンピューターシステム 株式会社,,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,602,8453,京都市上京区千本通今出川下ﾙ西          ,,,京都市内,075-462-5411,075-464-2153,,,,,,,,,,,,,,,,その他,,3247,,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3248,0,取引中,エムシー・ヘルスケア株式会社 大阪サプライセンター,,ｴﾑｼｰﾍﾙｽｹｱｵｵｻｶ,,ｴﾑｼｰﾍﾙｽｹｱ㈱大阪,535,31,大阪市旭区高殿2丁目9番19号          ,F,,大阪府,06-4253-5761,06-4253-5763,,,,,,,,,,,,,,,,その他,,3248,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3248,1,取引中,エムシー・ヘルスケア株式会社 京滋サプライセンター,,ｴﾑｼｰ･ﾍﾙｽｹｱｰｶﾌﾞｼｷｶﾞｲｼｬｹｲｼﾞｻﾌﾟﾗｲｾﾝﾀｰ,,ｴﾑｼｰﾍﾙｽｹｱ京滋ｻﾌﾟﾗｲ,601,8365,京都市南区吉祥院石原開町36,,,京都市内,075-693-8735,075-691-8826,赤松,,,,,,,,,,,,,,,その他,,3248,1,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3253,,取引中,穂高電子 株式会社 京都営業所,,ﾀｶﾎﾃﾞﾝｼ,,穂高電子,612,8445,京都市伏見区竹田浄菩提院町77番地        ,c,,京都市内,075-605-9977,075-605-9988,,,,,,,,,,,,,,,,その他,,3253,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3254,,取引中,山城紙業 株式会社,,ﾔﾏｼﾛｼｷﾞｮｳ,,山城紙業,612,8414,京都市伏見区竹田段川原町71-2,c,,京都市内,075-646-0770,075-646-0772,,,,,,,,,,,,,,,,その他,,3254,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3263,,取引中,株式会社 ソーデン社 京都営業所,,ｿｰﾃﾞﾝｼｬ,,㈱ソーデン社京都,611,41,宇治市槙島町11-167-1            ,c,,京都市外,0774-24-1989,0774-24-2390,,,,,,,,,,,,,,,,その他,,3263,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3269,0,取引中,リヒト精光 株式会社,,ﾘﾋﾄｾｲｺｳ,,リヒト精光㈱,601,8135,京都市南区上鳥羽石橋町19-1          ,c,,京都市内,075-692-1122,075-692-1130,,,,,,,,,,,,,,,,その他,,3269,0,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3269,1,取引中,リヒト精光 株式会社,久御山工場,ﾘﾋﾄｾｲｺｳ,,リヒト精光㈱,601,8135,京都市南区上鳥羽石橋町19-1          ,c,,京都市内,075-692-1122,075-692-1130,,,,,,,,,,,,,,,,その他,,3269,0,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3270,,取引中,エジソンハード 株式会社,,ｴｼﾞｿﾝﾊｰﾄﾞ,,エジソンハード,601,8135,京都府京都市南区上鳥羽石橋町19-1,c,,京都市内,,,,,,,,,,,,,,,,,,その他,,3270,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3271,0,取引中,社団法人 宇治市観光協会,,ｳｼﾞｼｶﾝｺｳｷｮｳｶｲ,,宇治市観光協会,611,21,宇治市宇治塔川2番地                    ,⑤,,京都市外,0774-23-3334,0774-23-3340,山本哲治,,,,,,,,,,,,,,,その他,,3271,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3271,1,取引中,社団法人 宇治市観光協会,JR宇治駅前観光案内所,ｳｼﾞｼｶﾝｺｳｷｮｳｶｲ,,宇治市観光協会,611,21,宇治市宇治塔川2番地                    ,⑤,,京都市外,0774-23-3334,0774-23-3340,山本哲治,,,,,,,,,,,,,,,その他,,3271,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3272,,取引中,大久保クリニック,,ｵｵｸﾎﾞｸﾘﾆｯｸ,,大久保クリニック,606,847,京都市左京区下鴨南野々神町1-7           ,ドルス北山1F             c ,,京都市外,075-707-6688,075-707-6660,,,,,,,,,,,,,,,,その他,,3272,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3278,,取引中,株式会社 ひまわり 亀岡店,,ﾋﾏﾜﾘ,,㈱ひまわり亀岡,621,822,亀岡市篠町野条上又11-1              ,アルプラザ亀岡店2Ｆ            c ,,京都市外,0771-25-1175,,小林久雄,,,,,,,,,,,,,,,その他,,3278,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3279,,取引中,バラエティショップひまわり堅田店,,ﾊﾞﾗｴﾃｨｼｮｯﾌﾟﾋﾏﾜﾘｶﾀﾀﾐｾ,,ひまわり堅田,520,242,大津市本堅田5丁目20番10号,アルプラザ堅田店3F　　ｃ,,,077-571-3917,,,,,,,,,,,,,,,,,その他,,3279,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3282,,解約,株式会社 千鳥屋宗家　若菜屋口　×,,ﾁﾄﾞﾘﾔｿｳｹﾜｶﾅﾔｸﾁ,,㈱千鳥屋宗家若菜屋×,602,8155,京都府京都市上京区主税町1129        ,若菜屋内×,,京都市内,075-841-3351,075-811-7943,原田　田七郎,,,,,,,,,,,,,,,その他,,3282,,,,,,,,,,掛売上,20日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3283,,取引中,吉井石油株式会社 ドクター･ドライブ勧修店,,ﾄﾞｸﾀｰﾄﾞﾗｲﾌﾞ,,吉井石油,607,8213,京都市山科区勧修寺東金ケ崎27          ,c,,京都市内,075-502-1488,075-502-1488,,,,,,,,,,,,,,,,その他,,3283,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3287,0,取引中,柿本商事 株式会社,,ｶｷﾓﾄｼｮｳｼﾞ,,柿本商事,601,8121,京都市南区上鳥羽大物町19番地          ,,,京都市内,075-662-0131,075-662-0136,,,,,,,,,,,,,,,,その他,,3287,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3287,1,取引中,柿本商事 株式会社,１Ｆ、２Ｆ男女トイレ,ｶｷﾓﾄｼｮｳｼﾞ,,柿本商事,601,8121,京都市南区上鳥羽大物町19番地          ,,,京都市内,075-662-0131,075-662-0136,,,,,,,,,,,,,,,,その他,,3287,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3292,,取引中,京阪空調工業 株式会社,,ｹｲﾊﾝｸｳﾁｮｳｺｳｷﾞｮｳ,,京阪空調工業,607,8216,京都市山科区勧修寺東出町28番地        ,,,京都市内,075-573-3111,075-573-3114,,,,,,,,,,,,,,,,その他,,3292,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3293,,取引中,株式会社 勝西製作所,,ｼｮｳｻｲｾｲｻｸｼｮ,,勝西製作所,601,8045,京都市南区東九条西明田町40            ,c,,京都市内,075-681-1411,,,,,,,,,,,,,,,,,その他,,3293,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3294,1,取引中,古河ユニック株式会社  関西支店,京都営業所,ﾌﾙｶﾜﾕﾆｯｸ,,古河ユニック㈱関西,555,43,大阪市西淀川区大野3丁目7番121号    ,F A-1,,大阪府,06-6478-2311,06-6478-2317,中尾信雄,,,,,,,,,,,,,,,その他,,3294,1,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3294,0,取引中,古河ユニック株式会社  関西支店,,ﾌﾙｶﾜﾕﾆｯｸ,,古河ユニック㈱関西,555,43,大阪市西淀川区大野3丁目7番121号    ,F　A,,大阪府,06-6478-2311,06-6478-2317,中尾信雄,,,,,,,,,,,,,,,その他,,3294,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3302,0,取引中,学校法人 立命館大学 保健センター,,ﾘﾂﾒｲｶﾝﾀﾞｲｶﾞｸﾎｹﾝｾﾝﾀｰ  ,,立命館大学保健ｾﾝﾀｰ,603,8346,京都市北区等持院北町56-1        ⑤,年度末一括請求　発注番号2015-0109-90001,,京都市内,075-465-8143,075-465-8197,,,,,,,,,,,,,,,,その他,,3302,0,,,,,,,,,掛売上,20日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3302,1,取引中,学校法人 立命館大学 法学部,,ﾘﾂﾒｲｶﾝﾀﾞｲｶﾞｸ,,立命館法学部,603,8346,京都市北区等持院北町56-1            ,m⑤,,京都市内,075(465)8143,075(465)8197,,,,,,,,,,,,,,,,その他,,3302,1,,,,,,,,,掛売上,20日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3302,2,取引中,学校法人 立命館大学 キャリアセンター,,ﾘﾂﾒｲｶﾝﾀﾞｲｶﾞｸｷｬﾘｱｾﾝﾀｰ,,立命館大学 ｷｬﾘｱｾﾝﾀｰ,603,8346,京都市北区等持院北町56-1            ,m⑤発注番号2015-2101-0016,,京都市内,075-465-8143,075-465-8197,,,,,,,,,,,,,,,,その他,,3302,2,,,,,,,,,掛売上,20日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3310,,取引中,粉川内科医院,,ｺｶﾞﾜﾅｲｶｲｲﾝ,,粉川内科医院,603,8156,京都市北区小山中溝町15-11          ,グランレブリー紫明1F,,京都市内,075-451-7323,075-451-7323,,,,,,,,,,,,,,,,その他,,3310,,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
